Species_name,Family,Genus,Species_epithet,Seed_weight,Seed_weight_source,Mating_system,Mating_system_source,Growth_form,Growth_form_herb,Growth_form_source
Descurainia_pinnata,Brassicaceae,Descurainia,pinnata,0.1045,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Descurainia_richardsonii,Brassicaceae,Descurainia,richardsonii,0.108,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Descurainia_sophia,Brassicaceae,Descurainia,sophia,0.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_catholica,Brassicaceae,Diplotaxis,catholica,0.2,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_erucoides,Brassicaceae,Diplotaxis,erucoides,0.2,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_harra,Brassicaceae,Diplotaxis,harra,0.09282,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_muralis,Brassicaceae,Diplotaxis,muralis,0.2378,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_siifolia,Brassicaceae,Diplotaxis,siifolia,0.3,Seed Information Database,SI,Batra et al. (1990),Herb,Herb,Engemann et al. (2016)
Diplotaxis_tenuifolia,Brassicaceae,Diplotaxis,tenuifolia,0.22,Seed Information Database,SI,Salisbury et al. (2017),Herb,Herb,Engemann et al. (2016)
Diplotaxis_viminea,Brassicaceae,Diplotaxis,viminea,0.388,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_aizoides,Brassicaceae,Draba,aizoides,0.248,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_cinerea,Brassicaceae,Draba,cinerea,0.0802,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_funiculosa,Brassicaceae,Draba,funiculosa,0.1904,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Draba_incana,Brassicaceae,Draba,incana,0.126,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_incerta,Brassicaceae,Draba,incerta,0.066,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_muralis,Brassicaceae,Draba,muralis,0.04,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_nemorosa,Brassicaceae,Draba,nemorosa,0.04,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_norvegica,Brassicaceae,Draba,norvegica,0.1272,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_oxycarpa,Brassicaceae,Draba,oxycarpa,0.4104,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_reptans,Brassicaceae,Draba,reptans,0.037,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Draba_verna,Brassicaceae,Draba,verna,0.024,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Enarthrocarpus_arcuatus,Brassicaceae,Enarthrocarpus,arcuatus,1.05,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Eruca_vesicaria,Brassicaceae,Eruca,vesicaria,1,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erucaria_hispanica,Brassicaceae,Erucaria,hispanica,0.3,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erucaria_pinnata,Brassicaceae,Erucaria,pinnata,0.6652,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erucaria_rostrata,Brassicaceae,Erucaria,rostrata,0.26,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erucastrum_nasturtiifolium,Brassicaceae,Erucastrum,nasturtiifolium,0.3386,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erucastrum_virgatum,Brassicaceae,Erucastrum,virgatum,0.6656,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_asperum,Brassicaceae,Erysimum,asperum,0.45,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_capitatum,Brassicaceae,Erysimum,capitatum,1.01266667,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_cheiranthoides,Brassicaceae,Erysimum,cheiranthoides,0.2,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_cheiri,Brassicaceae,Erysimum,cheiri,1.4,Seed Information Database,SI,Bateman (1956),Herb,Herb,Engemann et al. (2016)
Erysimum_insulare,Brassicaceae,Erysimum,insulare,1.688,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_linifolium,Brassicaceae,Erysimum,linifolium,0.324,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Erysimum_menziesii,Brassicaceae,Erysimum,menziesii,1.145,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Erysimum_repandum,Brassicaceae,Erysimum,repandum,0.26,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Heliophila_coronopifolia,Brassicaceae,Heliophila,coronopifolia,0.9285,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Hesperis_matronalis,Brassicaceae,Hesperis,matronalis,2.0429,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Hesperis_tristis,Brassicaceae,Hesperis,tristis,2.61,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Hornungia_petraea,Brassicaceae,Hornungia,petraea,0.1528,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Iberis_odorata,Brassicaceae,Iberis,odorata,1.637,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Iberis_sempervirens,Brassicaceae,Iberis,sempervirens,2.47,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Iberis_umbellata,Brassicaceae,Iberis,umbellata,0.8,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_campestre,Brassicaceae,Lepidium,campestre,2.313,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_densiflorum,Brassicaceae,Lepidium,densiflorum,0.8,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_draba,Brassicaceae,Lepidium,draba,1.8,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Lepidium_fremontii,Brassicaceae,Lepidium,fremontii,0.374,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Lepidium_latifolium,Brassicaceae,Lepidium,latifolium,0.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_montanum,Brassicaceae,Lepidium,montanum,0.5512,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Lepidium_perfoliatum,Brassicaceae,Lepidium,perfoliatum,0.9,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_pseudohyssopifolium,Brassicaceae,Lepidium,pseudohyssopifolium,0.27,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Lepidium_ruderale,Brassicaceae,Lepidium,ruderale,0.2894,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Lepidium_spinosum,Brassicaceae,Lepidium,spinosum,1.45,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Malcolmia_africana,Brassicaceae,Malcolmia,africana,0.3,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Matthiola_incana,Brassicaceae,Matthiola,incana,1.5222,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Matthiola_longipetala,Brassicaceae,Matthiola,longipetala,0.197,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Matthiola_parviflora,Brassicaceae,Matthiola,parviflora,0.22,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Matthiola_tricuspidata,Brassicaceae,Matthiola,tricuspidata,0.4924,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Moricandia_arvensis,Brassicaceae,Moricandia,arvensis,0.761,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Myagrum_perfoliatum,Brassicaceae,Myagrum,perfoliatum,17.0462,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Nasturtium_officinale,Brassicaceae,Nasturtium,officinale,0.19,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Neslia_paniculata,Brassicaceae,Neslia,paniculata,3.1855,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Notoceras_bicorne,Brassicaceae,Notoceras,bicorne,0.364,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Pachycladon_novae-zelandiae,Brassicaceae,Pachycladon,novae-zelandiae,0.36,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Parrya_nudicaulis,Brassicaceae,Parrya,nudicaulis,3.904,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Physaria_rollinsii,Brassicaceae,Physaria,rollinsii,1.6592,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Pringlea_antiscorbutica,Brassicaceae,Pringlea,antiscorbutica,3.09552,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Raphanus_raphanistrum,Brassicaceae,Raphanus,raphanistrum,29.15,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rapistrum_rugosum,Brassicaceae,Rapistrum,rugosum,1.8,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rorippa_amphibia,Brassicaceae,Rorippa,amphibia,0.088,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rorippa_austriaca,Brassicaceae,Rorippa,austriaca,0.0568,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rorippa_palustris,Brassicaceae,Rorippa,palustris,0.0869,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rorippa_sylvestris,Brassicaceae,Rorippa,sylvestris,0.194,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sinapis_arvensis,Brassicaceae,Sinapis,arvensis,1.7,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sisymbrium_altissimum,Brassicaceae,Sisymbrium,altissimum,0.2,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sisymbrium_irio,Brassicaceae,Sisymbrium,irio,0.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sisymbrium_loeselii,Brassicaceae,Sisymbrium,loeselii,0.14,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sisymbrium_officinale,Brassicaceae,Sisymbrium,officinale,0.32,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sisymbrium_orientale,Brassicaceae,Sisymbrium,orientale,0.243,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Stanleya_pinnata,Brassicaceae,Stanleya,pinnata,1.336,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Streptanthus_tortuosus,Brassicaceae,Streptanthus,tortuosus,0.618,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Subularia_aquatica,Brassicaceae,Subularia,aquatica,0.1214,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Teesdalia_nudicaulis,Brassicaceae,Teesdalia,nudicaulis,0.293,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Thlaspi_arvense,Brassicaceae,Thlaspi,arvense,1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Turritis_glabra,Brassicaceae,Turritis,glabra,0.0506,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Acnistus_arborescens,Solanaceae,Acnistus,arborescens,0.6328,Seed Information Database,SC,Goldberg et al. (2010),Tree,NonHerb,GBIF
Atropa_belladonna,Solanaceae,Atropa,belladonna,0.83,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Capsicum_annuum,Solanaceae,Capsicum,annuum,3.3111,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Capsicum_frutescens,Solanaceae,Capsicum,frutescens,5,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Cestrum_aurantiacum,Solanaceae,Cestrum,aurantiacum,4.303,Seed Information Database,SC,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Cestrum_fasciculatum,Solanaceae,Cestrum,fasciculatum,1.9132,Seed Information Database,SC,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Cestrum_nocturnum,Solanaceae,Cestrum,nocturnum,3.236,Seed Information Database,SC,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Datura_discolor,Solanaceae,Datura,discolor,6.8,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Datura_innoxia,Solanaceae,Datura,innoxia,11.32,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Datura_inoxia,Solanaceae,Datura,inoxia,33.4,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,Engemann et al. (2016)
Datura_leichhardtii,Solanaceae,Datura,leichhardtii,6.5732,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Datura_metel,Solanaceae,Datura,metel,15.8,Seed Information Database,SC,Goldberg et al. (2010),Shrub,NonHerb,Engemann et al. (2016)
Datura_quercifolia,Solanaceae,Datura,quercifolia,7.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Datura_stramonium,Solanaceae,Datura,stramonium,8.1,Seed Information Database,SC,Goldberg et al. (2010),Herb,Herb,GBIF
Datura_wrightii,Solanaceae,Datura,wrightii,37.5,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
